steady_timestamp,sequence,battery,flags,TMS-ch1
1994752391,15580,-2,0,32169.0000000000
1994761856,15581,-2,0,63420.0000000000
1994807929,15582,-2,0,94671.0000000000
1994815572,15583,-2,0,125922.0000000000
1994859991,15584,-2,0,157173.0000000000
1994885678,15585,-2,0,188424.0000000000
1994907957,15586,-2,0,219675.0000000000
1994939862,15587,-2,0,250926.0000000000
1994975382,15588,-2,0,282177.0000000000
1995007163,15589,-2,0,313428.0000000000
1995039671,15590,-2,0,344679.0000000000
1995089753,15591,-2,0,375930.0000000000
1995096013,15592,-2,0,407181.0000000000
1995129421,15593,-2,0,438432.0000000000
1995160677,15594,-2,0,469683.0000000000
1995207416,15595,-2,0,500934.0000000000
1995232179,15596,-2,0,532185.0000000000
1995258204,15597,-2,0,563436.0000000000
1995287516,15598,-2,0,594687.0000000000
1995334774,15599,-2,0,625938.0000000000
1995352203,15600,-2,0,657189.0000000000
1995381088,15601,-2,0,688440.0000000000
1995412164,15602,-2,0,719691.0000000000
1995480138,15603,-2,0,750942.0000000000
1995484434,15604,-2,0,782193.0000000000
1995502699,15605,-2,0,813444.0000000000
1995535933,15606,-2,0,844695.0000000000
1995569211,15607,-2,0,875946.0000000000
1995596813,15608,-2,0,907197.0000000000
1995624856,15609,-2,0,938448.0000000000
1995683770,15610,-2,0,969699.0000000000
1995688145,15611,4,0,1000950.0000000000
1995727042,15612,4,0,1032201.0000000000
1995753220,15613,4,0,1063452.0000000000
1995805670,15614,4,0,1094703.0000000000
1995817070,15615,4,0,1125954.0000000000
1995847116,15616,4,0,1157205.0000000000
1995880371,15617,4,0,1188456.0000000000
1995918289,15618,4,0,1219707.0000000000
1995941870,15619,4,0,1250958.0000000000
1995974473,15620,4,0,1282209.0000000000
1996003148,15621,4,0,1313460.0000000000
1996043074,15622,4,0,1344711.0000000000
1996090131,15623,4,0,1375962.0000000000
1996102180,15624,4,0,1407213.0000000000
1996156694,15625,4,0,1438464.0000000000
1996162843,15626,4,0,1469715.0000000000
1996193611,15627,4,0,1500966.0000000000
1996225499,15628,4,0,1532217.0000000000
1996278245,15629,4,0,1563468.0000000000
1996287089,15630,4,0,1594719.0000000000
1996317352,15631,4,0,1625970.0000000000
1996348382,15632,4,0,1657221.0000000000
1996394438,15633,4,0,1688472.0000000000
1996411490,15634,4,0,1719723.0000000000
1996440506,15635,4,0,1750974.0000000000
1996475273,15636,4,0,1782225.0000000000
1996518551,15637,4,0,1813476.0000000000
1996538632,15638,4,0,1844727.0000000000
1996568465,15639,4,0,1875978.0000000000
1996597429,15640,4,0,1907229.0000000000
1996639639,15641,4,0,1938480.0000000000
1996661009,15642,4,0,1969731.0000000000
1996693290,15643,3,0,2000982.0000000000
1996761634,15644,3,0,2032233.0000000000
1996767044,15645,3,0,2063484.0000000000
1996793977,15646,3,0,2094735.0000000000
1996815447,15647,3,0,2125986.0000000000
1996866849,15648,3,0,2157237.0000000000
1996882329,15649,3,0,2188488.0000000000
1996910677,15650,3,0,2219739.0000000000
1996946133,15651,3,0,2250990.0000000000
1996981290,15652,3,0,2282241.0000000000
1997004348,15653,3,0,2313492.0000000000
1997035568,15654,3,0,2344743.0000000000
1997096235,15655,3,0,2375994.0000000000
1997097933,15656,3,0,2407245.0000000000
1997127365,15657,3,0,2438496.0000000000
1997160787,15658,3,0,2469747.0000000000
1997214442,15659,3,0,2500998.0000000000
1997227270,15660,3,0,2532249.0000000000
1997257689,15661,3,0,2563500.0000000000
1997288203,15662,3,0,2594751.0000000000
1997371512,15663,3,0,2626002.0000000000
1997376789,15664,3,0,2657253.0000000000
1997381817,15665,3,0,2688504.0000000000
1997412361,15666,3,0,2719755.0000000000
1997462522,15667,3,0,2751006.0000000000
1997483342,15668,3,0,2782257.0000000000
1997500404,15669,3,0,2813508.0000000000
1997564507,15670,3,0,2844759.0000000000
1997583136,15671,3,0,2876010.0000000000
1997601946,15672,3,0,2907261.0000000000
1997631239,15673,3,0,2938512.0000000000
1997657614,15674,3,0,2969763.0000000000
1997698503,15675,3,0,3001014.0000000000
1997721519,15676,3,0,3032265.0000000000
1997757446,15677,3,0,3063516.0000000000
1997778768,15678,3,0,3094767.0000000000
1997817212,15679,3,0,3126018.0000000000
1997848361,15680,3,0,3157269.0000000000
1997887366,15681,3,0,3188520.0000000000
1997925418,15682,3,0,3219771.0000000000
1997944099,15683,3,0,3251022.0000000000
1997975484,15684,3,0,3282273.0000000000
1998013287,15685,3,0,3313524.0000000000
1998041640,15686,3,0,3344775.0000000000
1998067098,15687,3,0,3376026.0000000000
1998101843,15688,3,0,3407277.0000000000
1998133638,15689,3,0,3438528.0000000000
1998167248,15690,3,0,3469779.0000000000
1998187978,15691,3,0,3501030.0000000000
1998221112,15692,3,0,3532281.0000000000
1998283318,15693,3,0,3563532.0000000000
1998292160,15694,3,0,3594783.0000000000
1998309207,15695,3,0,3626034.0000000000
1998350546,15696,3,0,3657285.0000000000
1998407072,15697,3,0,3688536.0000000000
1998414825,15698,3,0,3719787.0000000000
1998443471,15699,3,0,3751038.0000000000
1998476056,15700,3,0,3782289.0000000000
1998527151,15701,3,0,3813540.0000000000
1998537025,15702,3,0,3844791.0000000000
1998563552,15703,3,0,3876042.0000000000
1998591812,15704,3,0,3907293.0000000000
1998668155,15705,3,0,3938544.0000000000
1998677233,15706,3,0,3969795.0000000000
1998693490,15707,3,0,4001046.0000000000
1998720588,15708,3,0,4032297.0000000000
1998768163,15709,3,0,4063548.0000000000
1998782435,15710,3,0,4094799.0000000000
1998822118,15711,3,0,4126050.0000000000
1998844049,15712,3,0,4157301.0000000000
1998882227,15713,3,0,4188552.0000000000
1998912157,15714,3,0,4219803.0000000000
1998945493,15715,3,0,4251054.0000000000
1998999113,15716,3,0,4282305.0000000000
1999004065,15717,3,0,4313556.0000000000
1999038285,15718,3,0,4344807.0000000000
1999069494,15719,3,0,4376058.0000000000
1999116170,15720,3,0,4407309.0000000000
1999123962,15721,3,0,4438560.0000000000
1999159659,15722,3,0,4469811.0000000000
1999193220,15723,3,0,4501062.0000000000
1999229284,15724,3,0,4532313.0000000000
1999256316,15725,3,0,4563564.0000000000
1999294222,15726,3,0,4594815.0000000000
1999313549,15727,3,0,4626066.0000000000
1999353164,15728,3,0,4657317.0000000000
1999374479,15729,3,0,4688568.0000000000
1999410662,15730,3,0,4719819.0000000000
1999466775,15731,3,0,4751070.0000000000
1999474419,15732,3,0,4782321.0000000000
1999502184,15733,3,0,4813572.0000000000
1999530067,15734,3,0,4844823.0000000000
1999584135,15735,3,0,4876074.0000000000
1999599415,15736,3,0,4907325.0000000000
1999628304,15737,3,0,4938576.0000000000
1999697372,15738,3,0,4969827.0000000000
1999705614,15739,3,0,5001078.0000000000
1999721957,15740,3,0,5032329.0000000000
1999754438,15741,3,0,5063580.0000000000
1999785732,15742,3,0,5094831.0000000000
1999823278,15743,3,0,5126082.0000000000
1999848691,15744,3,0,5157333.0000000000
1999882134,15745,3,0,5188584.0000000000
1999956901,15746,3,0,5219835.0000000000
1999963259,15747,3,0,5251086.0000000000
1999975622,15748,3,0,5282337.0000000000
2000022074,15749,3,0,5313588.0000000000
2000024275,15750,3,0,5344839.0000000000
2000058817,15751,3,0,5376090.0000000000
2000100412,15752,3,0,5407341.0000000000
2000131501,15753,3,0,5438592.0000000000
2000156782,15754,3,0,5469843.0000000000
2000188147,15755,3,0,5501094.0000000000
2000220486,15756,3,0,5532345.0000000000
2000253759,15757,3,0,5563596.0000000000
2000295870,15758,3,0,5594847.0000000000
2000313144,15759,3,0,5626098.0000000000
2000348325,15760,3,0,5657349.0000000000
2000409850,15761,3,0,5688600.0000000000
2000417096,15762,3,0,5719851.0000000000
2000435414,15763,3,0,5751102.0000000000
2000484237,15764,3,0,5782353.0000000000
2000535758,15765,3,0,5813604.0000000000
2000574849,15766,3,0,5844855.0000000000
2000580913,15767,3,0,5876106.0000000000
2000599832,15768,3,0,5907357.0000000000
2000651866,15769,3,0,5938608.0000000000
2000660576,15770,3,0,5969859.0000000000
2000692206,15771,3,0,6001110.0000000000
2000721342,15772,3,0,6032361.0000000000
2000770556,15773,3,0,6063612.0000000000
2000788902,15774,3,0,6094863.0000000000
2000829726,15775,3,0,6126114.0000000000
2000846849,15776,3,0,6157365.0000000000
2000883894,15777,3,0,6188616.0000000000
2000911916,15778,3,0,6219867.0000000000
2000943215,15779,3,0,6251118.0000000000
2000996203,15780,3,0,6282369.0000000000
2001001467,15781,3,0,6313620.0000000000
2001035721,15782,3,0,6344871.0000000000
2001064743,15783,3,0,6376122.0000000000
2001112924,15784,3,0,6407373.0000000000
2001128013,15785,3,0,6438624.0000000000
2001166919,15786,3,0,6469875.0000000000
2001231803,15787,3,0,6501126.0000000000
2001238169,15788,3,0,6532377.0000000000
2001269404,15789,3,0,6563628.0000000000
2001289380,15790,3,0,6594879.0000000000
2001325768,15791,3,0,6626130.0000000000
2001354913,15792,3,0,6657381.0000000000
2001375420,15793,3,0,6688632.0000000000
2001404637,15794,3,0,6719883.0000000000
2001443238,15795,3,0,6751134.0000000000
2001482987,15796,3,0,6782385.0000000000
2001500504,15797,3,0,6813636.0000000000
2001535803,15798,3,0,6844887.0000000000
2001591155,15799,3,0,6876138.0000000000
2001601880,15800,3,0,6907389.0000000000
2001627865,15801,3,0,6938640.0000000000
2001657924,15802,3,0,6969891.0000000000
2001721061,15803,3,0,7001142.0000000000
2001729291,15804,3,0,7032393.0000000000
2001755656,15805,3,0,7063644.0000000000
