steady_timestamp,sequence,battery,flags,TMS-ch1
532248929,3139,-2,0,32169.0000000000
532288884,3140,-2,0,63420.0000000000
532324120,3141,-2,0,94671.0000000000
532358730,3142,-2,0,125922.0000000000
532406654,3143,-2,0,157173.0000000000
532415007,3144,-2,0,188424.0000000000
532456214,3145,-2,0,219675.0000000000
532496292,3146,-2,0,250926.0000000000
532502501,3147,-2,0,282177.0000000000
532551334,3148,-2,0,313428.0000000000
532585201,3149,-2,0,344679.0000000000
532596363,3150,-2,0,375930.0000000000
532632455,3151,-2,0,407181.0000000000
532669942,3152,-2,0,438432.0000000000
532713839,3153,-2,0,469683.0000000000
532723933,3154,-2,0,500934.0000000000
532768881,3155,-2,0,532185.0000000000
532777591,3156,-2,0,563436.0000000000
532820057,3157,-2,0,594687.0000000000
532851375,3158,-2,0,625938.0000000000
532875084,3159,-2,0,657189.0000000000
532915026,3160,-2,0,688440.0000000000
532944015,3161,-2,0,719691.0000000000
532985025,3162,-2,0,750942.0000000000
533032652,3163,-2,0,782193.0000000000
533039956,3164,-2,0,813444.0000000000
533076579,3165,-2,0,844695.0000000000
533124233,3166,-2,0,875946.0000000000
533149220,3167,-2,0,907197.0000000000
533154991,3168,-2,0,938448.0000000000
533195035,3169,-2,0,969699.0000000000
533237635,3170,5,0,1000950.0000000000
533277672,3171,5,0,1032201.0000000000
533286637,3172,5,0,1063452.0000000000
533324891,3173,5,0,1094703.0000000000
533356238,3174,5,0,1125954.0000000000
533392689,3175,5,0,1157205.0000000000
533428972,3176,5,0,1188456.0000000000
533435191,3177,5,0,1219707.0000000000
533475058,3178,5,0,1250958.0000000000
533562615,3179,5,0,1282209.0000000000
533570311,3180,5,0,1313460.0000000000
533573858,3181,5,0,1344711.0000000000
533615220,3182,5,0,1375962.0000000000
533653787,3183,5,0,1407213.0000000000
533657540,3184,5,0,1438464.0000000000
533715094,3185,5,0,1469715.0000000000
533724970,3186,5,0,1500966.0000000000
533762821,3187,5,0,1532217.0000000000
533826349,3188,5,0,1563468.0000000000
533832635,3189,5,0,1594719.0000000000
533848683,3190,5,0,1625970.0000000000
533891571,3191,5,0,1657221.0000000000
533946401,3192,5,0,1688472.0000000000
533951631,3193,5,0,1719723.0000000000
533986373,3194,5,0,1750974.0000000000
534028931,3195,5,0,1782225.0000000000
534037578,3196,5,0,1813476.0000000000
534073881,3197,5,0,1844727.0000000000
534101340,3198,5,0,1875978.0000000000
534132522,3199,5,0,1907229.0000000000
534180069,3200,5,0,1938480.0000000000
534210278,3201,5,0,1969731.0000000000
534223941,3202,5,0,2000982.0000000000
534258679,3203,5,0,2032233.0000000000
534298910,3204,5,0,2063484.0000000000
534341387,3205,5,0,2094735.0000000000
534348886,3206,5,0,2125986.0000000000
534386442,3207,5,0,2157237.0000000000
534442623,3208,5,0,2188488.0000000000
534448843,3209,5,0,2219739.0000000000
534489978,3210,5,0,2250990.0000000000
534496315,3211,5,0,2282241.0000000000
534546273,3212,5,0,2313492.0000000000
534588857,3213,5,0,2344743.0000000000
534597936,3214,5,0,2375994.0000000000
534653923,3215,5,0,2407245.0000000000
534661224,3216,5,0,2438496.0000000000
534700662,3217,5,0,2469747.0000000000
534737546,3218,5,0,2500998.0000000000
534772830,3219,5,0,2532249.0000000000
534777634,3220,5,0,2563500.0000000000
534871743,3221,5,0,2594751.0000000000
534880086,3222,5,0,2626002.0000000000
534887629,3223,5,0,2657253.0000000000
534939132,3224,5,0,2688504.0000000000
534945144,3225,5,0,2719755.0000000000
534980122,3226,5,0,2751006.0000000000
535021517,3227,5,0,2782257.0000000000
535062719,3228,5,0,2813508.0000000000
535069986,3229,5,0,2844759.0000000000
535105157,3230,5,0,2876010.0000000000
535138737,3231,5,0,2907261.0000000000
535173732,3232,5,0,2938512.0000000000
535212595,3233,5,0,2969763.0000000000
535221310,3234,5,0,3001014.0000000000
535260214,3235,5,0,3032265.0000000000
535294997,3236,5,0,3063516.0000000000
535330034,3237,5,0,3094767.0000000000
535370412,3238,5,0,3126018.0000000000
535390110,3239,5,0,3157269.0000000000
535425107,3240,5,0,3188520.0000000000
535467549,3241,5,0,3219771.0000000000
535473809,3242,5,0,3251022.0000000000
535512569,3243,5,0,3282273.0000000000
535541176,3244,5,0,3313524.0000000000
535576332,3245,5,0,3344775.0000000000
535625079,3246,5,0,3376026.0000000000
535652675,3247,5,0,3407277.0000000000
535662516,3248,5,0,3438528.0000000000
535703639,3249,5,0,3469779.0000000000
535712671,3250,5,0,3501030.0000000000
535749062,3251,5,0,3532281.0000000000
535788879,3252,5,0,3563532.0000000000
535829989,3253,5,0,3594783.0000000000
535857586,3254,5,0,3626034.0000000000
535892573,3255,5,0,3657285.0000000000
535931447,3256,5,0,3688536.0000000000
535961079,3257,5,0,3719787.0000000000
535966255,3258,5,0,3751038.0000000000
536009934,3259,5,0,3782289.0000000000
536047597,3260,5,0,3813540.0000000000
536128020,3261,5,0,3844791.0000000000
536153812,3262,5,0,3876042.0000000000
536161230,3263,5,0,3907293.0000000000
536170120,3264,5,0,3938544.0000000000
536212693,3265,5,0,3969795.0000000000
536223742,3266,5,0,4001046.0000000000
536258580,3267,5,0,4032297.0000000000
536315110,3268,5,0,4063548.0000000000
536321353,3269,5,0,4094799.0000000000
536359987,3270,5,0,4126050.0000000000
536371362,3271,5,0,4157301.0000000000
536405037,3272,5,0,4188552.0000000000
536445199,3273,5,0,4219803.0000000000
536479157,3274,5,0,4251054.0000000000
536511362,3275,5,0,4282305.0000000000
536548954,3276,5,0,4313556.0000000000
