steady_timestamp,sequence,battery,flags,IMU-ch1,IMU-ch2,IMU-ch3,IMU-ch4,IMU-ch5,IMU-ch6,IMU-ch7,IMU-ch8,IMU-ch9
8360335722,7842,-2,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
8360349763,7843,-2,0,7.5725097656,-0.1507324219,-6.2350585938,-1.0060975610,2.2560975610,-2.0731707317,-6.4499677502,-36.4498177509,-40.9497952510
8360376229,7844,-2,0,7.5725097656,-0.1483398438,-6.1872070313,-1.3414634146,1.8597560976,-1.0060975610,-6.7499662502,-35.0998245009,-42.2997885011
8360406174,7845,-2,0,7.5725097656,-0.1483398438,-6.1872070313,-1.1585365854,1.7682926829,-0.8536585366,-6.7499662502,-35.0998245009,-42.2997885011
8360433563,7846,-2,0,7.6395019531,-0.1148437500,-6.2924804688,-0.8841463415,1.8597560976,-0.6402439024,-6.7499662502,-35.0998245009,-42.2997885011
8360490072,7847,-2,0,7.6418945313,-0.1339843750,-6.3068359375,-0.7317073171,1.6768292683,-0.5487804878,-5.2499737501,-35.8498207509,-41.5497922510
8360498733,7848,-2,0,7.6634277344,-0.1531250000,-6.2661621094,-0.7621951220,1.0975609756,-0.5182926829,-5.2499737501,-35.8498207509,-41.5497922510
8360552747,7849,-2,0,7.6538574219,-0.1937988281,-6.2853027344,-0.7621951220,1.0365853659,-0.7621951220,-5.2499737501,-35.8498207509,-41.5497922510
8360556075,7850,-2,0,7.6060058594,-0.1937988281,-6.2805175781,-1.0365853659,1.6463414634,-0.9451219512,-4.4999775001,-36.5998170009,-40.7997960010
8360588461,7851,-2,0,7.5892578125,-0.1890136719,-6.2541992188,-1.1890243902,1.8597560976,-1.3719512195,-4.4999775001,-36.5998170009,-40.7997960010
8360635189,7852,-2,0,7.5533691406,-0.1890136719,-6.2613769531,-1.4634146341,1.9817073171,-2.2865853659,-4.4999775001,-36.5998170009,-40.7997960010
8360671824,7853,-2,0,7.6490722656,-0.1244140625,-6.2781250000,-0.8841463415,2.1951219512,-1.2804878049,-4.4999775001,-36.5998170009,-40.7997960010
8360676226,7854,-2,0,7.7088867188,-0.0669921875,-6.2398437500,-0.4573170732,1.5548780488,-0.8536585366,-4.4999775001,-36.5998170009,-40.7997960010
8360711116,7855,-2,0,7.6969238281,-0.1148437500,-6.2709472656,-0.1219512195,0.5182926829,-1.8902439024,-4.4999775001,-36.5998170009,-40.7997960010
8360748855,7856,-2,0,7.6275390625,-0.1435546875,-6.2637695313,-0.1829268293,0.1524390244,-1.7987804878,-6.2999685002,-36.2998185009,-41.0997945010
8360801396,7857,-2,0,7.6227539063,-0.1555175781,-6.2589843750,-0.2743902439,0.0304878049,-1.0975609756,-6.2999685002,-36.2998185009,-41.0997945010
8360817720,7858,-2,0,7.6036132813,-0.1794433594,-6.3116210938,-0.7012195122,0.4573170732,-1.0670731707,-6.2999685002,-36.2998185009,-41.0997945010
8360845092,7859,-2,0,7.5581542969,-0.1914062500,-6.3164062500,-0.9451219512,1.1280487805,-0.7012195122,-6.1499692502,-37.1998140009,-40.6497967510
8360872657,7860,-2,0,7.5844726563,-0.1339843750,-6.3116210938,-1.1585365854,1.4939024390,-1.1585365854,-6.1499692502,-37.1998140009,-40.6497967510
8360915217,7861,-2,0,7.5533691406,-0.1411621094,-6.2805175781,-0.9451219512,2.1646341463,-0.4573170732,-6.1499692502,-37.1998140009,-40.6497967510
8360943969,7862,-2,0,7.5772949219,-0.1818359375,-6.2589843750,-1.4024390244,2.6524390244,-0.2439024390,-6.1499692502,-37.1998140009,-40.6497967510
8360967570,7863,-2,0,7.6347167969,-0.1650878906,-6.2374511719,-1.6768292683,2.3475609756,-0.2134146341,-6.1499692502,-37.1998140009,-40.6497967510
8361023946,7864,-2,0,7.6418945313,-0.1674804688,-6.2111328125,-1.5548780488,2.4085365854,-0.3658536585,-6.1499692502,-37.1998140009,-40.6497967510
8361032955,7865,-2,0,7.6897460938,-0.1148437500,-6.2135253906,-1.2804878049,2.1951219512,-0.6402439024,-6.1499692502,-37.1998140009,-40.6497967510
8361067884,7866,-2,0,7.6729980469,-0.0789550781,-6.1991699219,-0.6707317073,1.7073170732,-1.0060975610,-7.0499647502,-37.4998125009,-40.3497982510
8361085111,7867,-2,0,7.7280273438,-0.1076660156,-6.1895996094,-0.2743902439,1.0670731707,-1.0060975610,-7.0499647502,-37.4998125009,-40.3497982510
8361159462,7868,-2,0,7.6466796875,-0.1650878906,-6.2015625000,-0.4573170732,0.9756097561,-0.8841463415,-7.0499647502,-37.4998125009,-40.3497982510
8361180235,7869,-2,0,7.6323242188,-0.2225097656,-6.2111328125,-1.0060975610,1.3109756098,-0.8536585366,-6.4499677502,-35.6998215009,-41.2497937510
8361193910,7870,-2,0,7.6514648438,-0.1770507813,-6.2039550781,-1.4329268293,1.1585365854,-0.8536585366,-6.4499677502,-35.6998215009,-41.2497937510
8361219051,7871,-2,0,7.6682128906,-0.1579101563,-6.2494140625,-1.4634146341,0.8536585366,-1.2500000000,-6.4499677502,-35.6998215009,-41.2497937510
8361285701,7872,-2,0,7.5916503906,-0.1268066406,-6.2422363281,-1.0670731707,1.0975609756,-1.2804878049,-4.6499767501,-33.4498327508,-40.6497967510
8361296673,7873,2,0,7.6060058594,-0.0669921875,-6.1919921875,-0.9451219512,2.0426829268,-1.9207317073,-4.6499767501,-33.4498327508,-40.6497967510
8361319035,7874,2,0,7.7136718750,-0.0789550781,-6.2374511719,-0.7317073171,1.7987804878,-1.1890243902,-4.6499767501,-33.4498327508,-40.6497967510
8361339013,7875,2,0,7.6706054688,-0.1698730469,-6.1967773438,-1.0060975610,1.3414634146,0.3048780488,-5.2499737501,-34.7998260009,-40.0497997510
8361377544,7876,2,0,7.6682128906,-0.1842285156,-6.1919921875,-1.5853658537,0.6097560976,-0.3048780488,-5.2499737501,-34.7998260009,-40.0497997510
8361403958,7877,2,0,7.6083984375,-0.1268066406,-6.2398437500,-1.6158536585,0.0914634146,-0.5182926829,-5.2499737501,-34.7998260009,-40.0497997510
8361452889,7878,2,0,7.5677246094,-0.0813476563,-6.2613769531,-1.0670731707,0.0304878049,-0.7926829268,-4.7999760001,-35.5498222509,-41.5497922510
8361470378,7879,2,0,7.6060058594,-0.0550292969,-6.2422363281,-0.2743902439,0.7621951220,-1.3414634146,-4.7999760001,-35.5498222509,-41.5497922510
8361497609,7880,2,0,7.6083984375,-0.1674804688,-6.2661621094,-0.2439024390,0.5182926829,-1.0365853659,-4.7999760001,-35.5498222509,-41.5497922510
8361525003,7881,2,0,7.5414062500,-0.1626953125,-6.2565917969,-1.4329268293,1.7987804878,-0.5792682927,-5.5499722501,-35.5498222509,-41.8497907510
8361558919,7882,2,0,7.5342285156,-0.1435546875,-6.2135253906,-1.5243902439,2.4695121951,-0.3963414634,-5.5499722501,-35.5498222509,-41.8497907510
8361615336,7883,2,0,7.5988281250,-0.1172363281,-6.2398437500,-1.5853658537,2.3475609756,-0.8231707317,-5.5499722501,-35.5498222509,-41.8497907510
8361623407,7884,2,0,7.6299316406,-0.1028808594,-6.2302734375,-1.4024390244,2.2865853659,-0.3048780488,-5.5499722501,-35.5498222509,-41.8497907510
8361654144,7885,2,0,7.6586425781,-0.0861328125,-6.1872070313,-1.2195121951,2.0426829268,-0.4268292683,-5.5499722501,-35.5498222509,-41.8497907510
8361693980,7886,2,0,7.6849609375,-0.0789550781,-6.2039550781,-1.1890243902,1.5243902439,-0.1524390244,-5.5499722501,-35.5498222509,-41.8497907510
