steady_timestamp,sequence,battery,flags,utc_timestamp
1375086670,11659,4,0,1678354365135604
1375120202,11660,4,0,1678354365169136
1375171834,11661,4,0,1678354365220768
1375179395,11662,4,0,1678354365228329
1375218086,11663,4,0,1678354365267020
1375236584,11664,4,0,1678354365285519
1375309108,11665,4,0,1678354365358042
1375313412,11666,4,0,1678354365362347
1375345463,11667,4,0,1678354365394397
1375362294,11668,4,0,1678354365411228
1375401724,11669,4,0,1678354365450658
1375427646,11670,4,0,1678354365476580
1375470606,11671,4,0,1678354365519540
1375514417,11672,4,0,1678354365563351
1375535883,11673,4,0,1678354365584817
1375550604,11674,4,0,1678354365599539
1375601701,11675,4,0,1678354365650635
1375634020,11676,4,0,1678354365682954
1375655572,11677,4,0,1678354365704506
1375676385,11678,4,0,1678354365725319
1375714293,11679,4,0,1678354365763228
1375751793,11680,4,0,1678354365800727
1375772694,11681,4,0,1678354365821628
1375800673,11682,4,0,1678354365849607
1375835984,11683,4,0,1678354365884919
1375873260,11684,4,0,1678354365922195
1375930348,11685,4,0,1678354365979282
1375938421,11686,4,0,1678354365987355
1375988759,11687,4,0,1678354366037693
1375998578,11688,4,0,1678354366047512
1376027997,11689,4,0,1678354366076932
1376056221,11690,4,0,1678354366105155
1376109999,11691,4,0,1678354366158933
1376120467,11692,4,0,1678354366169401
1376151948,11693,4,0,1678354366200882
1376180257,11694,4,0,1678354366229191
1376226855,11695,4,0,1678354366275790
1376246707,11696,4,0,1678354366295641
1376276866,11697,4,0,1678354366325800
