steady_timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10
9348716695,18292,-2,0,20217.0784761006,47393.5441562638,50797.9683857484,60080.3027579757,71007.8679207234,57263.8824774597,58964.5736300992,59924.3737231897,65310.0883617475,11260.4490124298
9348716695,18292,-2,0,20285.2905844900,47391.3296354420,50803.8940541011,60071.2986623267,70999.8980793044,57265.7806381641,58954.8273049440,59913.3497898681,65304.2113641821,11259.2687458380
9348716695,18292,-2,0,20105.8535594421,47345.8467847178,50763.5581391331,60053.1079555764,70960.2557230552,57282.9492583813,58941.7348631625,59880.8012008667,65303.7368240060,11262.7487071293
9348716695,18292,-2,0,19891.3492321504,47316.2549460444,50727.1037194516,60050.2972176103,70943.1966121095,57292.6104096587,58943.2923283558,59870.3734846894,65316.3547256114,11266.3868484794
9348716695,18292,-2,0,19963.1143080121,47352.3808379118,50754.5540434841,60076.5794427478,70980.3689259036,57271.6454680328,58965.5713812387,59913.2402805967,65328.4615839502,11264.5373585623
9348716695,18292,-2,0,20229.6477069187,47404.6897665536,50807.6173693290,60089.8787353753,71016.7381717073,57248.5025086755,58970.0855967600,59947.0421423708,65318.3988986776,11261.1182357551
9348716695,18292,-2,0,20299.4659512887,47397.9366948169,50801.2414961937,60066.0787203896,70998.1337632651,57263.5052788582,58945.9935570505,59911.8044923716,65300.5488874384,11261.3372542979
9348716695,18292,-2,0,20106.7174659165,47350.7016957502,50755.2841052935,60047.4621442505,70957.0434510940,57283.8861710367,58929.4819924618,59871.1887203766,65302.9337560156,11267.5184442839
9348770842,18293,-2,0,19930.0060049569,47317.6298957854,50728.4421661021,60050.8812670578,70942.0771840018,57274.9794169623,58932.1588857629,59872.6123409049,65311.1226159775,11266.3260099953
9348770842,18293,-2,0,19957.6875152291,47330.7831760510,50745.7811340748,60059.6420087703,70960.5112446885,57265.5616196213,58937.5491754554,59894.7453814258,65310.8670943442,11257.4435913145
9348770842,18293,-2,0,20159.4644316440,47378.5048829906,50792.0670527892,60071.1283145712,70996.8926581891,57264.4300238168,58949.1449905277,59925.1767911800,65312.6800811708,11254.7788657103
9348770842,18293,-2,0,20303.4326204530,47399.8591909149,50815.6115461416,60070.8241221506,71009.4497213104,57265.0870794452,58945.4460106935,59930.0317022123,65310.5142311363,11259.4025905030
