steady_timestamp,sequence,battery,flags,TMS-ch1
8958193716,11412,-2,0,32169.0000000000
8958279953,11413,-2,0,63420.0000000000
8958303722,11414,-2,0,94671.0000000000
8958308747,11415,-2,0,125922.0000000000
8958312266,11416,-2,0,157173.0000000000
8958359909,11417,-2,0,188424.0000000000
8958377431,11418,-2,0,219675.0000000000
8958415078,11419,-2,0,250926.0000000000
8958441262,11420,-2,0,282177.0000000000
8958489539,11421,-2,0,313428.0000000000
8958503634,11422,-2,0,344679.0000000000
8958535007,11423,-2,0,375930.0000000000
8958592410,11424,-2,0,407181.0000000000
8958601643,11425,-2,0,438432.0000000000
8958626382,11426,-2,0,469683.0000000000
8958659006,11427,-2,0,500934.0000000000
8958723924,11428,-2,0,532185.0000000000
8958729230,11429,-2,0,563436.0000000000
8958750094,11430,-2,0,594687.0000000000
8958787574,11431,-2,0,625938.0000000000
8958837540,11432,-2,0,657189.0000000000
8958842535,11433,-2,0,688440.0000000000
8958898690,11434,-2,0,719691.0000000000
8958917478,11435,-2,0,750942.0000000000
8958947558,11436,-2,0,782193.0000000000
8958967067,11437,-2,0,813444.0000000000
8959014290,11438,-2,0,844695.0000000000
8959032837,11439,-2,0,875946.0000000000
8959064026,11440,-2,0,907197.0000000000
8959105100,11441,-2,0,938448.0000000000
8959130266,11442,-2,0,969699.0000000000
8959190318,11443,2,0,1000950.0000000000
8959215325,11444,2,0,1032201.0000000000
8959221586,11445,2,0,1063452.0000000000
8959250842,11446,2,0,1094703.0000000000
8959312805,11447,2,0,1125954.0000000000
8959321559,11448,2,0,1157205.0000000000
8959346554,11449,2,0,1188456.0000000000
8959375792,11450,2,0,1219707.0000000000
8959430441,11451,2,0,1250958.0000000000
8959440670,11452,2,0,1282209.0000000000
8959482741,11453,2,0,1313460.0000000000
8959542783,11454,2,0,1344711.0000000000
8959559889,11455,2,0,1375962.0000000000
8959566277,11456,2,0,1407213.0000000000
8959602870,11457,2,0,1438464.0000000000
8959629329,11458,2,0,1469715.0000000000
8959656631,11459,2,0,1500966.0000000000
8959691581,11460,2,0,1532217.0000000000
8959729320,11461,2,0,1563468.0000000000
8959769298,11462,2,0,1594719.0000000000
8959778284,11463,2,0,1625970.0000000000
8959815064,11464,2,0,1657221.0000000000
8959847685,11465,2,0,1688472.0000000000
8959889058,11466,2,0,1719723.0000000000
8959925305,11467,2,0,1750974.0000000000
8959931014,11468,2,0,1782225.0000000000
8959972756,11469,2,0,1813476.0000000000
8960022922,11470,2,0,1844727.0000000000
8960030394,11471,2,0,1875978.0000000000
8960083624,11472,2,0,1907229.0000000000
8960118845,11473,2,0,1938480.0000000000
8960172926,11474,2,0,1969731.0000000000
8960177664,11475,2,0,2000982.0000000000
8960188321,11476,2,0,2032233.0000000000
8960246581,11477,2,0,2063484.0000000000
8960262858,11478,2,0,2094735.0000000000
8960285275,11479,2,0,2125986.0000000000
8960337389,11480,2,0,2157237.0000000000
8960369320,11481,2,0,2188488.0000000000
8960379258,11482,2,0,2219739.0000000000
8960429250,11483,2,0,2250990.0000000000
8960441529,11484,2,0,2282241.0000000000
8960486781,11485,2,0,2313492.0000000000
8960505237,11486,2,0,2344743.0000000000
8960533888,11487,2,0,2375994.0000000000
8960561380,11488,2,0,2407245.0000000000
8960603733,11489,2,0,2438496.0000000000
8960626702,11490,2,0,2469747.0000000000
8960678918,11491,2,0,2500998.0000000000
8960713736,11492,2,0,2532249.0000000000
8960734875,11493,2,0,2563500.0000000000
8960760888,11494,2,0,2594751.0000000000
8960809770,11495,2,0,2626002.0000000000
8960840677,11496,2,0,2657253.0000000000
8960854690,11497,2,0,2688504.0000000000
8960870891,11498,2,0,2719755.0000000000
8960912810,11499,2,0,2751006.0000000000
8960966365,11500,2,0,2782257.0000000000
8960972925,11501,2,0,2813508.0000000000
8961007077,11502,2,0,2844759.0000000000
8961041651,11503,2,0,2876010.0000000000
8961076400,11504,2,0,2907261.0000000000
8961093988,11505,2,0,2938512.0000000000
8961141606,11506,2,0,2969763.0000000000
8961186695,11507,2,0,3001014.0000000000
8961197754,11508,2,0,3032265.0000000000
8961224394,11509,2,0,3063516.0000000000
8961262484,11510,2,0,3094767.0000000000
8961311723,11511,2,0,3126018.0000000000
8961317543,11512,2,0,3157269.0000000000
8961361917,11513,2,0,3188520.0000000000
8961371325,11514,2,0,3219771.0000000000
8961425537,11515,2,0,3251022.0000000000
8961470932,11516,2,0,3282273.0000000000
8961487622,11517,2,0,3313524.0000000000
8961505850,11518,2,0,3344775.0000000000
8961561676,11519,2,0,3376026.0000000000
8961573826,11520,2,0,3407277.0000000000
8961604174,11521,2,0,3438528.0000000000
8961624980,11522,2,0,3469779.0000000000
8961675242,11523,2,0,3501030.0000000000
8961696303,11524,2,0,3532281.0000000000
8961728059,11525,2,0,3563532.0000000000
8961796863,11526,2,0,3594783.0000000000
8961799992,11527,2,0,3626034.0000000000
8961817503,11528,2,0,3657285.0000000000
8961848922,11529,2,0,3688536.0000000000
8961901817,11530,2,0,3719787.0000000000
8961908448,11531,2,0,3751038.0000000000
8961941775,11532,2,0,3782289.0000000000
8961971568,11533,2,0,3813540.0000000000
8962035178,11534,2,0,3844791.0000000000
8962048845,11535,2,0,3876042.0000000000
8962108983,11536,2,0,3907293.0000000000
8962147546,11537,2,0,3938544.0000000000
8962167869,11538,2,0,3969795.0000000000
8962172677,11539,2,0,4001046.0000000000
8962194688,11540,2,0,4032297.0000000000
8962227956,11541,2,0,4063548.0000000000
8962279622,11542,2,0,4094799.0000000000
8962310692,11543,2,0,4126050.0000000000
